avg_key_hold_time,avg_inter_key_delay,total_backspaces,typing_speed_cpm,long_pauses,needs_assistance
0.16490142459033696,0.26788936801741414,2,303.8549366991689,0,0
0.14585207096486447,0.2780392263184117,0,247.7647706040648,0,0
0.16943065614302077,0.30415256215876385,4,266.99020391557065,1,1
0.19569089569224074,0.30269010260174517,6,274.95454528315787,4,1
0.14297539875829993,0.18111653160214544,5,197.61515324016426,0,1
0.14297589129152458,0.20310874800424386,0,328.5009983980478,0,0
0.19737638446522174,0.275751763360433,4,237.0762283623215,2,0
0.17302304187458725,0.27568929754561045,4,264.83699806427455,3,0
0.13591576842195144,0.2757523843153024,5,269.21746020847456,1,0
0.16627680130757894,0.4426365745327361,2,225.55647616029108,1,1
0.13609746921562613,0.27854452553465836,4,305.4094099434281,4,0
0.13602810739289228,0.30677828200902996,6,257.97865808063295,4,1
0.157258868146981,0.2977000881746601,4,243.59582089277998,1,0
0.09260159266026606,0.2825695625652899,4,254.15523887165327,4,0
0.09825246502460902,0.23423653776798273,4,272.9275659582707,2,0
0.13313137412277082,0.28794846102466337,9,250.323944944291,1,1
0.11961506638996729,0.2113587392731214,9,276.45789731149716,4,1
0.1594274199778582,0.23815906966299955,2,199.45383583096782,1,1
0.12275927773436367,0.22573182260854482,0,227.56090030520528,3,0
0.10763088895994125,0.2540937069693161,4,185.83599055572054,0,1
0.19396946306764662,0.36573292833367543,8,309.9102447052884,1,1
0.14322671098540393,0.15663674037041259,0,309.519763830548,0,0
0.15202584614063772,0.2843130095187257,2,268.79848202598953,4,0
0.1072575544135963,0.16936420644051742,3,219.62145787260906,0,1
0.13366851826424453,0.22640340671052833,0,321.6963481665497,1,0
0.153327677691296,0.3044475298483683,0,231.86756565604864,3,1
0.11547019267733091,0.25321400095477314,7,243.60378619284506,4,1
0.16127094055037014,0.1961127611035347,1,254.78600217192167,1,0
0.13198083930243584,0.21423481453700158,7,263.5454782605691,4,1
0.1412491875062017,0.2839798874467338,6,269.31407805112957,2,1
0.1319488016331181,0.21348166841414318,9,270.51884912423355,0,1
0.20556834553526812,0.26082292947909874,9,245.66427743938286,2,1
0.14959508325786197,0.2522785919951907,1,270.04302855270134,1,0
0.11826867213132299,0.21741998261970913,5,244.32377021512968,3,0
0.17467634736309567,0.3571972044662663,5,267.3791031061666,4,1
0.11337469050086932,0.28169595111590057,2,264.9187533349233,0,0
0.15626590785014266,0.14874287066711964,1,272.88541872394364,4,0
0.09120989628360673,0.2593227157384714,0,269.13900097062896,1,0
0.11015441853304708,0.2169106767615806,5,236.72702875266108,4,0
0.1559058370760737,0.2926216667398112,4,263.7613051467704,0,0
0.1721539973998623,0.21037396307836498,8,269.6019921374466,1,1
0.15514104843569912,0.24426317792665506,0,211.2662683315388,4,1
0.1465305515283528,0.2752493639490229,6,241.77866928306912,3,1
0.14096688913232133,0.29328775970850607,4,268.24341673655,1,0
0.10564434028897718,0.18998517964721118,4,301.27877484188866,1,0
0.12840467374815873,0.2332749382079526,1,274.747005583862,3,0
0.13618083687120636,0.22625273444195218,2,303.17133960932784,2,0
0.18171366678656747,0.21733353837131442,6,238.04879829469155,0,1
0.16030854868705383,0.33827271201405484,5,257.5057147674293,2,1
0.09710879533911798,0.2702490855480478,1,274.17205898578356,4,0
0.15972251908184384,0.18695580228324774,5,180.20944859500668,3,1
0.1384475315875105,0.29589309735273883,1,295.32409654343576,2,0
0.12969233999082125,0.3561078098506317,1,194.1727035743606,1,1
0.16835028866522603,0.3016232630275574,1,279.9082020483521,4,1
0.18092998567487853,0.1740315017022993,2,270.6049537162794,4,0
0.17793840357348595,0.22578829635668743,1,179.81220992455343,2,1
0.12482347430332084,0.3133455574593311,3,181.32816229201006,2,1
0.14072362872446356,0.21461652671906095,8,292.97445752357515,3,1
0.1599379029421069,0.2721909714073114,5,286.4416617905964,0,0
0.17926635381367076,0.28873170267146686,0,223.57409066535217,2,0
0.1356247728646413,0.20365347642109585,7,223.54363314867808,2,1
0.14443023070008548,0.24702373219690998,6,265.3781491712866,1,1
0.11680995077981915,0.08793663299654636,9,249.61767548534894,4,1
0.11411380127757986,0.1987806179332855,2,281.63185647547346,0,0
0.17437577467182594,0.23737159243034198,0,264.3874277329926,1,0
0.19068720085712468,0.18761084090175753,4,297.49092381869605,3,0
0.14783969635258998,0.3316205651965818,3,279.1023333374118,3,1
0.18010598693676072,0.17849293110196834,9,271.6231914742173,2,1
0.160849080751429,0.2279977756651508,7,239.43625839088978,2,1
0.13064640736184627,0.2565370288643046,0,237.24036297514465,3,0
0.16084186816525242,0.3220636644533058,9,248.44723045884098,2,1
0.19614109699397908,0.17820689244102803,0,305.22829209811624,0,0
0.14892521882670146,0.308158187607748,3,237.81175811830647,2,1
0.1969393096744202,0.25051165305097933,7,257.81586961222047,4,1
0.07140764687730766,0.20092456744760245,4,182.65591276878072,2,1
0.17465707513125672,0.27310517371316356,1,270.2742619013224,1,0
0.15261141204714512,0.2599529847786735,5,317.71594843279416,0,0
0.14102977948602397,0.21998915614206027,4,221.99085672211226,1,0
0.15275282329606507,0.25349010424950097,1,345.23326411380276,1,0
0.09037293256197321,0.23073432015691198,2,255.4672181396996,4,0
0.14340984336487464,0.2556758672625624,8,172.81206275846966,0,1
0.1607133771453524,0.2831065337260523,6,238.43385280096265,0,1
0.19433682134224547,0.3293008408072676,6,289.9131568980725,0,1
0.13445189345179057,0.18810922505865754,5,309.97951618749414,0,0
0.12574519191320438,0.35665166873281334,7,271.5429564475505,0,1
0.1349472886924639,0.15239561002387492,3,297.02783262636905,4,0
0.17746206353106223,0.24241074524822084,7,214.6664337552294,2,1
0.15986253328979053,0.2794158603242288,3,229.59215238418275,1,0
0.13410719388698883,0.26404959338675166,7,199.61622153994628,0,1
0.16539802299340067,0.21886502400897032,8,231.8481077202429,2,1
0.1529123264804412,0.23959388748213623,2,272.85756959306997,2,0
0.17905934971598667,0.22534995326705837,2,256.3796728714906,1,0
0.12893840718367944,0.2205317621527894,1,276.03547109989546,4,0
0.14017013560206695,0.29248010485105125,9,221.9045794750979,3,1
0.13823675540603528,0.2678507742982524,2,223.734249195644,3,0
0.10609455155603645,0.21535452023696727,2,256.1383062857474,2,0
0.15888360831193726,0.2949799937716625,4,231.92056584084054,1,0
0.15783165816539668,0.26536497604383047,4,289.05547504480285,3,0
0.15015340369927382,0.290643105941948,1,231.1774334686757,2,0
0.14296238599874558,0.2814814420961806,9,235.1383227120626,4,1
0.10753887773848757,0.20855024945389639,5,262.5651824160546,3,0
0.13738064031703923,0.2219909479901515,4,238.32135424817523,2,0
0.1397185645041969,0.2873646802561631,5,212.9516681938776,2,1
0.1259316819233514,0.28051851327167326,0,217.01932525503733,0,1
0.1451614286500197,0.2489549203017926,4,266.13297875220866,4,0
0.16212152570443614,0.2558663691654391,8,209.2386545631382,0,1
0.20658557703631591,0.31388324478942126,9,291.91493282646434,1,1
0.15523733438495516,0.2204214305582085,1,229.2880214709475,0,0
0.15772651172168292,0.2773548690585019,0,268.48647450904184,0,0
0.14776662252701497,0.2398903673783053,9,231.08762127911098,3,1
0.09243686354102876,0.239115939838639,8,222.54275860010904,2,1
0.14920458373652348,0.3049388425993595,9,257.38311046870547,4,1
0.1518069062982308,0.2912708174494015,8,281.553504010477,0,1
0.22389726337455856,0.29067548180003194,8,242.57896747419687,4,1
0.14422917105656632,0.31527394035771644,5,248.0356793872762,0,1
0.15904642027000837,0.251050192081638,7,274.222520832484,1,1
0.1489586469088427,0.2840976485647482,0,275.2158175075467,0,0
0.11493965887141402,0.2344866621703272,9,248.84524839940778,3,1
0.1842846844354506,0.2662083176244221,3,236.69560322544135,2,0
0.1725579909806032,0.24349284728161577,0,252.47967878335095,1,0
0.1737309584112914,0.2548497982496359,7,244.27265525834972,0,1
0.12271837635615783,0.27975785127184566,0,259.3892245545056,4,0
0.19208382932808296,0.20908896583832637,2,214.1718871946274,1,1
0.10794446811623157,0.354619363784273,3,258.3154473807624,1,1
0.1676057128140081,0.1996991309250149,7,228.45089751487754,0,1
0.21571366877429934,0.1892905693606134,5,277.1766283447151,1,0
0.12028391024607935,0.3079055436750034,9,229.82596451888455,4,1
0.13301106811191685,0.2895831346981468,6,230.34670698427203,1,1
0.15298954095262923,0.2812059908526078,7,263.3619647323522,4,1
0.134895730376514,0.281417275463214,1,250.42635666448592,0,0
0.10348009706801602,0.24938766135765428,9,318.2995487919651,2,1
0.15205688924418082,0.20513728142570842,7,201.12092168337244,1,1
0.11813088858821685,0.2537902279096863,2,253.29558840864235,2,0
0.16420777291905544,0.2161419144243944,6,283.88948454917113,4,1
0.12241727297298591,0.29875598667088754,2,232.65058231218097,1,0
0.1964980321505262,0.24264713092489307,6,222.6832646578036,3,1
0.12650240122991288,0.2087251401603744,1,223.87406057061014,2,0
0.14033815451382972,0.23393070791735032,9,201.64116461049747,1,1
0.1744055165210901,0.27064657271378123,5,290.49113881932084,2,0
0.11307407050698134,0.22181377235980126,2,240.11147974580774,1,0
0.15682379803812388,0.20888898022167843,2,236.55918580599308,0,0
0.18921428262847284,0.2621843605745956,8,186.27705777009479,2,1
0.10177550296316318,0.2622483285554361,6,206.98874282614346,3,1
0.15553901575596912,0.22465284123144352,4,293.9616926655728,3,0
0.1577964838274527,0.22644808471908387,9,259.0931699830174,4,1
0.1734546861533193,0.26160249686788184,6,284.9950248977532,1,1
0.11289147867365754,0.17759578292513378,8,281.1997731948949,2,1
0.1103863016074717,0.17962681128117225,0,219.9813915828118,4,1
0.16565824696850692,0.2140777889373782,6,322.89543185961907,2,1
0.15890954019699557,0.23932764241440763,5,308.4919778680369,1,0
0.1575147855103763,0.2655453782799002,9,233.08700673630895,3,1
0.16039344628490926,0.32376781084747763,8,142.95384101920354,0,1
0.12959925835264527,0.292882981160101,0,239.3040373016777,3,0
0.1569676109148301,0.24200307350182865,3,257.14888786364344,4,0
0.15879217419896044,0.24904918960486555,8,232.96842895672927,0,1
0.12856945745920895,0.19987353176810957,3,243.3543370994585,4,0
0.2059732353343427,0.2490743432003805,9,225.14025890986616,1,1
0.16421498762735362,0.23556706805399308,2,277.64904155061544,0,0
0.11426089508392054,0.2661359280169045,8,251.90899721105666,4,1
0.1696966082590149,0.20863845282238386,1,278.5454218882886,1,0
0.12075954989318036,0.2759673257120586,3,286.6661003862381,3,0
0.17361253811227356,0.3266369456501289,5,184.7702930774006,1,1
0.18475786737022212,0.2445619925771571,1,226.88433367497692,2,0
0.1253795304494487,0.2700855861049471,7,231.27912119078368,1,1
0.17890128387732965,0.28450719958555565,7,327.1411707906635,1,1
0.16238342780809495,0.22993897640570818,0,254.47016100700972,2,0
0.1746618047998347,0.26120462409052086,2,274.3768178908919,4,0
0.2069037894796184,0.25062962003908973,9,193.57924692176465,4,1
0.14263835651991388,0.25488380492744156,8,254.29646357492564,1,1
0.1273879150692753,0.21134951080722666,4,279.3487894634877,2,0
0.1233145671112343,0.25122550871294713,5,275.8589525518047,2,0
0.12552569145103684,0.2748999145622725,3,268.70198316749054,3,0
0.14768694871757687,0.3225571803897521,9,250.39001519485376,4,1
0.1602345592444993,0.29796354130426034,1,251.84705861876353,0,0
0.15830072397990055,0.35765912287557783,7,199.20201475870633,4,1
0.17481549747108072,0.21163262185559753,5,222.98401344438568,4,0
0.1503900567563372,0.2936160318360339,4,256.9283186916449,3,0
0.1936060223147195,0.2591671002869176,8,228.52072579221382,0,1
0.14206029500286133,0.35949014666088364,0,270.66514741098354,3,1
0.23160507499768856,0.20958508573224244,4,264.0034765079459,0,0
0.16877002043295017,0.2080139078909612,5,291.0211076416598,1,0
0.12428527330751152,0.22003036772779888,4,278.74761478457714,0,0
0.11787322505816664,0.14380521378450967,5,256.81784227403705,3,0
0.16447417245729556,0.22371224891596195,5,272.4394130218575,4,0
0.14329611644022447,0.2120433669223151,6,280.1530648689897,0,1
0.17142001482276276,0.25751968932381036,3,234.77688142276054,0,0
0.16419712873720635,0.26708779878885797,7,240.12007005040593,2,1
0.1478151326202938,0.3438085419607943,6,247.09521887819767,4,1
0.12459618845794784,0.2975211919093025,8,235.7340836750695,1,1
0.10455458325942406,0.22115481721687985,6,280.4706083519045,3,1
0.13660455143798936,0.2050792664325821,2,231.18068374968087,1,0
0.17569196382970417,0.27459595857532526,2,287.5495441419947,4,0
0.15642281232390612,0.18398833964896788,7,238.99080403358852,0,1
0.11262783663864036,0.3415729382927177,4,264.17189928518076,0,1
0.15519542777553547,0.30897200603606434,3,254.99245446288666,4,1
0.1615595213918651,0.22654121739476477,7,220.72060575125,0,1
0.123484276913966,0.16434327354545614,5,249.40330811527627,0,0
0.15461175317836584,0.3176936187082706,1,260.0093059435179,0,1
0.15174626155338,0.2442730077373691,3,248.07121938668507,3,0
0.11571089106508131,0.3118908155986731,3,209.71880324481148,3,1
